material_type,lathe_efficiency,machine_hours,energy_consumption,temperature,humidity,machine_type,operational_settings,wastage,certifications,safety_incidents,recycling_rate,first_pass_yield,downtime_duration,tool_maintenance_frequency,scrap_handling_efficiency,rd_investment,packaging_waste,lifecycle_analysis,renewable_energy,surface_emissions,return_rate,painting_emissions,heating_energy,inventory_turnover,distance_to_suppliers,carbon_capture_efficiency,secondary_process_emissions,worker_experience,tool_wear_level,supplier_reliability,on_time_delivery_rate,training_hours,factory_age,environmental_fines,automation_ratio,water_usage,scrap_rate,energy_source,shift_timing,transport_emissions,machines_in_operation,turnover_rate,compressor_efficiency,ventilation_usage,inspection_accuracy,noise_level,num_shifts,maintenance_downtime,customer_complaints,cooling_energy,labor_hours_per_unit,material_defect_rate,production_volume,cycle_time,calibration_frequency,startup_emissions,factory_location,operator_skill,renewable_energy_utilization,machine_age,supply_chain_emissions,water_reuse_rate,product_weight,batch_size,supply_chain_complexity,num_suppliers,inspection_frequency,training_costs,process_variability,packaging_material,hazardous_waste,line_speed,smart_sensor_usage,cooling_water_temp,workstation_count,logistics_emissions,lean_practices_frequency,power_outage_frequency,labor_costs,supplier_proximity,govt_subsidy_access,regulatory_inspections,scrap_reuse_rate,generator_fuel_consumption,skilled_labor_availability,component_type,raw_material_cost,pollution_control,quality_audit_frequency,local_transport_emissions,worker_wage,sustainability_awareness,CO2_emissions
Steel,0.764869121,6.13861026,91.89085254,32.10686158,56.11388488,Lathe_B,Setting_1,0.046081948,None,None,0.341007796,0.898214006,1.530637792,4.880425636,0.921765701,0.077261587,8.661211824,Advanced,0.302434364,4.627625317,0.033672162,1.761845567,34.91585953,15.14853445,455.2919023,0.237274399,4.26278531,Expert,64.42407863,0.956502075,0.779995738,17.68081833,28.32627848,18952.29557,0.410680705,7.022824418,0.137468096,Hydro,Evening,0.091867355,32,0.184750036,0.6417856,14.55354323,0.904348227,59.84966301,2,1.202663819,2,16.45448879,0.785800433,0.006122306,521.6671944,93.92450408,8.928153297,3.054774378,Rural,High,0.913482513,8.358062439,8.732467143,0.109508346,2.464946866,102,Moderate,13,21.58488937,2769.048702,0.089331182,Metal,4.988486524,3.307956977,Medium,10.95168003,71,9.489786882,0.043593245,4.27603288,611.1012242,125.8911829,No,5.529867161,0.346340819,1.558586512,High,Chassis,105.1482009,Advanced,2.837972462,3.811892562,779.3490854,High,888.6069536
Aluminum,0.782681057,12.73181536,74.00638058,26.60811457,57.90531836,Lathe_A,Setting_1,0.160825831,ISO_14001,None,0.173534562,0.887116647,1.314864956,11.2440153,0.620368409,0.041869579,4.653256469,Basic,0.663442366,1.594159028,0.02639428,1.472426751,24.29265636,18.4475746,202.8385833,0.338494228,3.105294203,Expert,89.39109172,0.880743783,0.641446084,19.55115886,23.30815716,20313.26137,0.234760024,9.828648467,0.148624524,Grid Electricity,Night,0.021288419,15,0.051943272,0.663076333,17.61159509,0.945184501,75.38185158,1,1.27364172,2,58.74192331,1.896388273,0.089322645,246.1706642,38.25081628,5.321574278,7.850296725,Suburban,High,0.40157181,6.543113255,18.67760483,0.421986234,19.40339023,163,Moderate,11,19.88921702,3147.73749,0.065267236,Metal,4.591325489,3.295616993,Low,26.78701512,33,96.79601726,0.849638429,8.404266633,398.1337106,128.3983208,No,3.432376792,0.044029146,7.612195795,Low,Brake Systems,193.1621819,Advanced,3.856334028,1.04597467,345.9370095,High,768.7930111
Aluminum,0.852112458,12.7892733,117.72532,23.60140313,55.69149651,CNC_1,Setting_3,0.001085572,None,Major,0.121277831,0.925689032,1.686356615,2.835168192,0.707901708,0.081640585,9.176173908,Basic,0.017539395,2.362245909,0.025468925,0.729722854,23.12454459,10.59812187,149.5442555,0.255496887,5.955577553,Expert,58.09108879,0.87563591,0.817335323,41.15683838,15.29192178,23459.15696,0.095077617,8.976782758,0.05110757,Solar,Day,0.083268766,10,0.19489373,0.680856427,22.90435761,0.999663643,73.60782227,1,0.30684187,2,64.1603329,0.473826961,0.083007017,727.7216314,148.8243075,7.63194715,3.49134431,Rural,High,0.848850604,8.428827761,35.07023265,0.029996364,29.56362574,403,Moderate,5,20.74107795,4955.655525,0.099174776,None,1.491423717,1.865615608,High,11.88833911,83,20.00467203,0.071153862,9.589037429,590.2591493,340.9448271,Partial,1.372892727,0.400265171,7.612157561,High,Suspension,148.5251785,None,1.866183345,1.762141792,542.746356,High,925.6840992
Steel,0.73628957,4.46348913,85.34560633,30.90902124,57.38762264,Milling_A,Setting_1,0.000593147,ISO_14001,Minor,0.790465079,0.960134636,1.856188308,3.499783116,0.961090795,0.055507109,5.106262305,Basic,0.611388099,3.749180908,0.044949013,0.406489887,24.90262453,7.414036116,377.9811195,0.079010598,8.487183746,Expert,26.27520312,0.800441303,0.763191748,36.43094059,21.87426457,16097.48974,0.752000382,4.546468305,0.141554321,Hydro,Day,0.033431842,10,0.282459188,0.719438166,1.576752237,0.988195895,87.53693269,2,0.799732254,3,96.80414911,0.143400182,0.039683904,304.5393704,67.83271118,6.095029344,3.026172367,Suburban,Low,0.584180758,7.167564604,17.94854459,0.082403913,28.18465686,269,Moderate,4,23.61701263,1069.747584,0.023709256,None,0.434438033,2.299770121,High,20.04380207,59,31.23058909,0.293947817,6.44208493,695.8708186,90.49265354,Partial,3.836681255,0.349370444,19.99990219,High,Electrical,146.4712584,Basic,2.648320443,1.150158676,574.990879,Low,889.5669833
Steel,0.747036976,12.45529963,148.3723127,29.09081737,45.45298287,CNC_1,Setting_1,0.336596368,ISO_14001,Major,0.966162071,0.85408457,0.930611759,10.08056776,0.668144248,0.043101284,6.403296238,Basic,0.8454628,3.018261168,0.025940569,1.449443239,35.38426447,4.407927363,188.7063497,0.447093318,2.080222675,Beginner,62.7095481,0.894938379,0.676642007,38.53402512,43.0922387,31762.97361,0.179798627,6.533777063,0.100695568,Hydro,Evening,0.07548285,5,0.131260329,0.761587209,22.74171746,0.955788728,68.11409203,2,1.431997417,2,41.206189,1.667362691,0.035386775,640.1376812,105.6206898,7.628332794,3.140385967,Rural,Medium,0.970064238,4.498468338,14.55306133,0.992267844,28.65364813,163,Simple,7,3.950488388,2639.241084,0.094450095,Plastic,4.005136893,3.320708774,Low,18.55862955,46,99.08003217,0.610599355,9.038503011,391.3894436,12.04275924,No,7.096782704,0.129181194,16.79671054,Moderate,Suspension,98.6212192,Advanced,3.808850112,1.35047608,735.0254985,None,1195.035379
Steel,0.744408201,5.686368591,92.92822839,33.38668465,57.48556825,Lathe_A,Setting_1,0.097831209,ISO_9001,Major,0.827475439,0.862684562,1.879306527,9.114690516,0.618411692,0.012316658,4.481849055,None,0.753039192,3.385416213,0.034986801,1.899162007,12.96655414,12.39863672,182.7397105,0.272286586,0.954108405,Expert,52.76550241,0.864076517,0.779744391,29.19470142,27.10643063,21545.18669,0.577496552,5.021350604,0.039941908,Solar,Evening,0.096084076,39,0.017813788,0.920214257,3.468819094,0.906723364,83.20900834,1,1.791643055,1,91.77145675,0.992874243,0.039121048,820.2389037,57.18113044,9.865984535,6.328939041,Urban,Medium,0.66879738,11.30934638,33.9808732,0.843362487,48.33856178,407,Moderate,6,9.464817421,2403.787375,0.077086281,Plastic,4.705150782,2.595218801,High,22.36669633,12,61.33414848,0.505989321,3.592028948,430.4638942,190.0725984,Partial,11.00684264,0.436644433,11.44663708,Low,Electrical,74.08926968,Moderate,1.940832497,4.70017092,419.1729274,Moderate,881.5571172
Plastic,0.799923867,15.56565518,90.67629887,25.17521291,40.81442875,Lathe_A,Setting_1,0.017788461,ISO_9001,Major,0.992031279,0.96809437,1.385941909,4.789184354,0.533724217,0.034536372,2.633426384,Advanced,0.43820267,4.066308053,0.035467691,1.579978243,23.37225057,15.64907834,81.71776029,0.333189478,3.123316975,Beginner,22.97906843,0.806931883,0.793150547,44.4525986,48.26337202,31340.92497,0.932010023,7.444873722,0.058373786,Wind,Evening,0.068686053,16,0.068251895,0.660895798,16.47716261,0.984964393,98.41738549,3,1.70135203,1,50.82859959,0.916100596,0.052809337,235.2377693,150.5307575,6.782478266,9.95682804,Urban,Low,0.471256835,8.994191238,3.64328244,0.457405362,15.906829,449,Simple,8,20.37947477,4847.473194,0.048966203,Metal,2.773738673,4.288038726,Medium,12.919352,75,69.92928336,0.147315342,8.041067899,221.1039677,261.2781337,Yes,9.774741329,0.159465256,8.400477546,Moderate,Chassis,160.329946,Basic,1.768453179,2.382445062,574.9537539,High,770.507556
Aluminum,0.765112426,10.94676387,99.56105836,28.86828754,61.05338589,Lathe_B,Setting_1,0.03410542,ISO_14001,None,0.77549864,0.958984745,1.399340991,1.116855787,0.514726089,0.08486986,3.845670937,None,0.975704135,4.926157718,0.018789925,1.636914637,27.04990366,6.52162698,46.9214958,0.85206497,8.728471778,Expert,1.631607786,0.868360725,0.788721018,45.38055717,32.7943945,41011.35666,0.679123843,2.624244556,0.072066983,Hydro,Night,0.088848846,3,0.055659548,0.887890317,4.374604249,0.911615464,55.60919437,2,1.720609537,2,88.63019765,0.951375486,0.008961718,246.553972,108.2577645,8.99128812,6.962870315,Suburban,Medium,0.978783645,17.32773117,41.89200776,0.437566837,32.10406955,499,Complex,4,3.041181722,2247.660697,0.059206317,None,2.086202276,2.443610296,Low,25.7540029,50,75.29996533,0.345788226,1.419558049,324.8009086,272.002614,Partial,4.863660153,0.291063591,10.97572283,Low,Electrical,143.5296239,Basic,2.370807394,1.542878813,501.1651992,High,875.8790845
Plastic,0.812137695,4.303684525,154.2413239,32.69645441,42.8004461,Milling_A,Setting_3,0.00251027,None,Major,0.031774699,0.949466609,0.926376263,5.808574929,0.539224177,0.026198423,1.712596744,Basic,0.647382543,3.278967424,0.013572006,1.555579304,31.10993644,14.42620585,244.0448969,0.623826481,8.651112734,Beginner,86.768284,0.882969186,0.859224939,10.57440381,4.978273852,18041.01743,0.969387405,1.313500354,0.089331986,Grid Electricity,Evening,0.095130678,25,0.122970895,0.749814777,0.757390018,0.967296433,89.33262623,3,1.883486824,4,22.64668978,1.338549957,0.080732436,159.2014983,76.27746774,2.544489072,2.763084301,Urban,High,0.13689974,6.389476112,34.58464388,0.885453772,21.58778689,156,Complex,17,16.75543825,3586.102186,0.087580526,None,3.683006149,3.165899754,Low,13.00705953,73,55.47002627,0.348888845,6.916272894,551.2928229,206.9137272,No,11.62731127,0.140664917,19.47335726,Low,Suspension,197.2579821,Basic,3.837418758,3.236153067,317.5784963,High,1215.532882
Composite,0.924832157,14.46350702,85.76472462,33.8118105,67.88492244,Lathe_A,Setting_3,0.007940018,ISO_9001,Minor,0.817525842,0.927574006,0.041491859,11.65832435,0.730721026,0.017301938,8.775829299,Basic,0.04705729,4.775248739,0.039698527,1.792387094,12.15663195,10.08920532,387.1746222,0.398731119,0.83380224,Expert,22.69587051,0.907696845,0.568685083,24.31554597,7.12909981,29617.85764,0.50052593,4.946957203,0.059495005,Hydro,Evening,0.099884282,44,0.033407784,0.792518509,2.524908729,0.903998191,72.6825396,1,1.695345961,4,94.25741462,0.577665136,0.017423755,847.2546029,102.4266773,7.455098334,1.375357752,Urban,Medium,0.829828361,2.485029146,28.98404047,0.185510361,40.3072355,38,Simple,3,13.19211142,389.5544752,0.052054701,Cardboard,0.897086904,1.589163775,Medium,27.62547863,48,74.44206007,0.109498896,1.752657232,498.5483182,202.2257316,Yes,1.316132906,0.083382712,13.35985077,High,Electrical,197.405917,Basic,1.521022671,0.637563976,451.9751314,High,877.1370424
Aluminum,0.704686536,12.65892047,92.58230881,31.32790713,62.89543161,Lathe_A,Setting_2,0.042368333,ISO_14001,None,0.743034648,0.991783143,1.017352863,4.949892842,0.807699893,0.072969185,8.508413999,Basic,0.942525697,0.261392582,0.01868321,1.741652715,19.62866949,12.19684221,362.0923951,0.125771125,6.869970916,Intermediate,92.62439341,0.961478101,0.77794313,27.15234817,31.99289796,38917.69661,0.045765759,7.96153848,0.111291243,Solar,Day,0.048524649,45,0.211643211,0.860176959,9.296140659,0.917583489,76.97596854,1,1.843712065,4,68.47928775,1.692479327,0.026308004,793.3222086,24.97805324,7.130523762,9.394357117,Suburban,High,0.312032316,16.19988615,7.907212091,0.832456377,48.43372534,65,Moderate,13,28.3471035,2771.293341,0.053369358,Metal,4.573894762,3.864643428,Low,12.55204822,11,7.211985695,0.257969337,4.785765092,725.347277,115.3752636,Partial,1.044434262,0.219906411,6.822739931,Moderate,Chassis,196.0447173,Basic,2.655146815,0.683738831,344.6889439,None,873.4861033
Steel,0.831727243,6.539307733,88.83505149,22.90948454,60.91920234,CNC_1,Setting_2,0.158041487,ISO_14001,Major,0.48128055,0.991738949,1.873284344,3.167133668,0.564183565,0.046663808,8.54401623,None,0.747095465,3.452918203,0.013164526,1.059354878,32.50007807,16.51890469,128.433117,0.005592305,2.352500394,Beginner,22.33190754,0.862981734,0.743592882,14.12899907,13.72397618,45806.15768,0.498196458,6.327839862,0.17519757,Wind,Day,0.086778566,49,0.132070889,0.618670356,12.62436036,0.915392323,77.01368849,2,0.736089792,6,96.47905225,1.895955369,0.054127334,915.2576199,193.6285741,1.616736709,3.380015986,Urban,Low,0.845288797,13.68955047,34.5184867,0.647084337,4.270323008,425,Complex,6,28.74044121,3724.700158,0.025354761,Metal,0.78358941,4.278685379,High,26.49991415,9,61.28992352,0.092077892,9.102520244,681.8317292,181.6542251,No,0.032404825,0.279865664,5.838328594,Low,Electrical,134.7423255,None,2.991359716,3.506024243,705.8069,High,825.2167218
Aluminum,0.828046443,5.149241662,98.65175832,26.1372676,66.96207658,Lathe_B,Setting_2,0.05973581,ISO_14001,None,0.973109285,0.97018009,1.999868301,1.302733985,0.721309273,0.058631408,1.174766031,None,0.481084938,1.897445287,0.034516638,0.51482179,36.55533437,10.84797351,153.6820302,0.798278308,1.928913343,Beginner,15.97158944,0.845499677,0.581157982,30.71202055,29.31300948,17682.02051,0.473997362,9.078528294,0.170921369,Wind,Evening,0.052737749,34,0.102506411,0.602847244,20.48184853,0.908062534,75.30225394,2,0.613930279,2,52.19688224,0.349958054,0.076748688,813.0310585,15.75430095,9.011518341,7.527151007,Suburban,Medium,0.774646971,17.24217562,25.079289,0.939159496,45.25777936,94,Simple,18,3.697225759,1767.551417,0.087525015,Metal,0.179378221,4.715222749,Medium,25.66731499,62,70.04606622,0.603221375,0.870284639,428.6246803,166.116158,No,9.525745982,0.479926762,11.46035255,Moderate,Electrical,149.0417161,None,1.229472982,0.723387721,682.0745796,Low,860.0093003
Composite,0.814653839,4.742465176,96.1957971,27.39621103,69.76019223,Lathe_A,Setting_3,0.03497533,ISO_14001,None,0.753956724,0.945759105,1.692795439,11.5303333,0.815911968,0.097744147,4.722783324,Advanced,0.31465468,1.466446883,0.030232073,0.528666468,31.79711456,17.67866729,375.3950297,0.30390417,0.260420107,Expert,68.86025148,0.974555227,0.99427775,14.00655231,13.55871581,19002.81532,0.316907275,7.407729558,0.026869149,Wind,Night,0.055883787,16,0.271480335,0.898579643,15.4061628,0.902218035,86.68823699,1,1.669053491,1,56.78232189,0.34429254,0.086361264,579.1032188,157.5429204,1.048492683,7.928891501,Rural,Low,0.915595113,13.50814234,26.86446329,0.305766356,13.00049793,330,Simple,8,4.997612231,2638.992059,0.034959791,Cardboard,3.778600739,2.917566105,High,29.98102222,50,20.98742257,0.227803774,5.896352962,505.1273877,124.5139081,No,6.3647331,0.355837841,18.65509021,High,Chassis,54.86402111,None,3.842387793,2.02081668,730.7753939,Moderate,918.0319302
Plastic,0.788238022,13.34947871,91.35462958,28.47586698,45.40605735,Milling_A,Setting_1,0.055320927,ISO_14001,None,0.335470063,0.953752912,0.689352762,8.324963246,0.896504208,0.083501644,0.69148184,Advanced,0.989774845,4.172335185,0.043562908,0.210912681,22.28334171,17.09798781,454.3546616,0.910581884,1.270030969,Beginner,48.36401625,0.843379165,0.748312996,46.29512551,46.90177241,49736.13124,0.997770956,1.714807205,0.145420997,Solar,Evening,0.06632065,25,0.23612415,0.610048455,11.17440159,0.956956264,98.27012261,1,0.48785554,5,92.64485053,1.390533913,0.016996565,353.5272575,114.1732361,2.100779776,7.654853694,Rural,High,0.810655033,11.03858336,49.72040033,0.973530615,35.52628298,343,Moderate,19,5.106133993,4576.140285,0.090234192,Plastic,2.63928854,3.239042602,High,26.43422331,84,69.52604993,0.4357421,4.028567612,997.3595465,441.0637453,Partial,2.247868003,0.471450588,11.21044115,Low,Suspension,142.8152514,Basic,3.364671212,2.482889113,390.0095853,None,985.7889583
Aluminum,0.808137825,13.02666817,116.3145584,33.00126203,48.56828731,CNC_1,Setting_1,0.012559798,ISO_14001,Minor,0.467848167,0.856681543,0.909428228,4.448011901,0.856343996,0.08925287,8.720504028,Basic,0.301682925,4.817871183,0.008094333,0.385625309,48.26904244,6.795674112,367.6842235,0.010400194,5.753898313,Intermediate,75.67050924,0.917499218,0.623567907,13.08055667,24.67853892,2231.278003,0.095736206,7.701268674,0.118065323,Grid Electricity,Evening,0.096832161,21,0.023352439,0.896800173,9.837025032,0.970484126,73.03638709,2,1.806931416,1,73.33817954,1.07836045,0.055526515,499.3055809,103.7812189,5.510097466,8.234615218,Rural,High,0.267755608,13.94331344,24.51019579,0.686228585,27.9919166,243,Complex,8,16.04800299,3305.122778,0.057380158,Plastic,4.638035486,4.307079482,Low,24.67744752,26,0.233558883,0.289973733,9.192979274,790.1767177,132.4814752,Yes,2.641418552,0.032815152,3.215588078,High,Suspension,51.49733259,Advanced,3.323594292,1.40985372,656.9858494,Low,1025.259318
Steel,0.720330352,5.972699221,104.9827123,24.27401778,61.31126074,Lathe_B,Setting_3,0.094199778,ISO_14001,None,0.875217834,0.9861323,0.926098299,10.02854415,0.987460544,0.090055569,2.716016788,Basic,0.803053199,2.323842619,0.036164461,0.370981308,35.95231037,10.340516,93.71008211,0.609390174,7.214997107,Intermediate,55.93363421,0.961238112,0.534204437,12.88572437,20.16455054,16685.79234,0.674569097,4.611875239,0.155236902,Grid Electricity,Evening,0.042736867,40,0.000177381,0.608189336,18.54863884,0.966182201,59.74136661,1,1.828202376,1,14.35296312,0.959920773,0.030518101,302.3355218,21.48607201,7.516365948,1.411748069,Suburban,High,0.086284129,6.609129258,33.33433279,0.542931076,4.268024236,18,Moderate,15,2.380943764,1230.061782,0.027472101,Metal,4.735357955,3.116827654,High,28.54500441,6,7.858702852,0.549996801,4.010328784,685.1378853,127.0290397,No,3.755340851,0.321946884,14.77039266,High,Electrical,58.42819211,Basic,2.676615377,2.86964859,506.1951832,None,826.0380914
Aluminum,0.897577134,9.566371381,54.97561084,22.50959066,41.55847736,Milling_A,Setting_3,0.026140925,ISO_14001,None,0.587380541,0.879314174,1.694014298,9.574370859,0.809569071,0.081668624,5.447909766,None,0.105493365,0.978353747,0.002955696,0.576536364,41.34334922,8.935358719,111.0351839,0.867111139,7.927082264,Expert,12.67683465,0.995981668,0.581494371,32.00301091,22.17784503,42089.16391,0.311868914,1.058354304,0.18903321,Grid Electricity,Night,0.036529452,29,0.286718204,0.782733537,22.43505597,0.90354007,80.14415229,1,0.356896764,2,26.10390325,1.043691336,0.001875921,646.9179997,145.2208241,1.884211057,0.168251863,Rural,Medium,0.244148897,16.07149616,42.72594903,0.740790625,16.46930572,79,Simple,14,1.678737831,557.8534007,0.03256889,Plastic,3.147860022,3.716558571,High,26.71096155,99,29.19095467,0.528461083,7.925169615,890.1819866,220.4818998,Partial,0.464727404,0.128387268,2.020941339,Low,Electrical,158.3333203,Advanced,3.17330612,4.777270298,725.7589497,High,597.8153889
Aluminum,0.920421271,6.744455111,106.1894202,22.06101779,57.05493061,Milling_A,Setting_3,0.014467588,ISO_9001,None,0.758250263,0.884481503,0.579646862,3.951607913,0.853291609,0.063733243,6.286771302,Advanced,0.363189382,3.298318895,0.04028735,0.473210355,38.20221851,5.15717377,21.20777901,0.870165116,5.643094199,Expert,5.444822403,0.808401658,0.511359127,40.90358674,3.423691707,6946.078345,0.162787141,7.343618411,0.119494314,Grid Electricity,Evening,0.066799423,20,0.225108835,0.834437831,6.344474316,0.956736414,74.66447902,1,1.500615411,4,10.21125909,0.710211961,0.056200147,716.2197708,159.0602694,3.03004634,9.495260932,Rural,Low,0.491046245,17.94404018,19.03280532,0.532657945,19.05028568,122,Simple,13,29.36547907,2579.045472,0.021063898,None,3.417916944,1.155442222,High,17.63206355,33,89.3684361,0.965362471,1.354831523,671.3185646,269.9789883,No,9.177028444,0.098710199,11.11339864,Low,Electrical,189.6147005,Moderate,3.430975899,2.0305953,499.0748316,High,810.4136492
Plastic,0.836024239,7.978780822,86.18484624,20.05209031,66.11941616,CNC_1,Setting_1,0.004636047,ISO_9001,Major,0.536768965,0.902405347,0.62025831,7.85913678,0.525591717,0.085820052,4.589811445,None,0.282097649,2.730338796,0.005143265,0.151501152,10.61676442,7.872509279,286.128122,0.396936833,9.049985624,Expert,35.10170441,0.883113476,0.523012691,12.10036314,17.48319829,19115.29405,0.266950928,7.722865894,0.026547698,Hydro,Day,0.071522948,31,0.05269478,0.856502787,15.70123,0.930478004,97.62346686,2,1.75837678,5,54.30649022,1.248710031,0.046794807,718.1226647,42.03383279,7.760179903,3.968435536,Rural,Low,0.042306194,3.340098882,19.51620829,0.914784507,21.73168341,100,Moderate,9,8.549697709,978.2482728,0.098782912,Plastic,2.574098199,4.050094721,Medium,18.46231665,80,23.44893936,0.864024445,4.673011535,398.7427003,297.121244,Yes,8.276960336,0.269376052,9.038360127,High,Suspension,137.2701108,Basic,1.907568656,2.872581065,365.9751977,None,791.2244591
Aluminum,0.801093758,13.93379077,116.8664489,27.88418263,65.71965654,Lathe_A,Setting_3,0.006940595,ISO_14001,Major,0.071790407,0.981393751,0.815051963,6.294195174,0.558362186,0.056152579,0.445803753,Basic,0.985540625,1.492985508,0.046150423,0.433970852,44.52435991,14.19473158,436.2814612,0.923996804,3.547455883,Beginner,53.27881598,0.892597597,0.891048984,31.21633302,17.93045062,41957.81495,0.343660967,9.39962822,0.051396103,Grid Electricity,Night,0.049502939,17,0.266404484,0.853666714,2.213947344,0.989702974,91.60836779,3,0.238375873,2,32.94939856,0.295129571,0.090358636,184.3747659,56.54697274,2.561009704,6.655330163,Urban,Medium,0.142628546,10.22628492,4.530354494,0.080710882,34.94353907,157,Simple,8,4.143379903,2234.539918,0.069921249,Plastic,1.773597581,3.98373726,High,15.25842173,79,42.44130844,0.560108554,5.682716791,598.9639,263.6936586,Yes,9.629620861,0.096200036,16.32750214,Low,Suspension,179.8551111,Basic,3.778724666,3.329032324,716.2249398,None,1040.779624
Aluminum,0.893105194,9.429925111,68.37849665,32.74618838,67.03252874,Milling_A,Setting_3,0.261834931,ISO_9001,Major,0.094866931,0.894480714,0.891342621,5.871428106,0.745998786,0.065440429,5.134961188,Advanced,0.91440244,0.557332941,0.027775953,1.225620643,12.26203869,8.924506574,468.9609956,0.925808205,3.566952962,Intermediate,88.83250599,0.867575097,0.872711093,26.82601242,46.5199772,20178.25067,0.572610443,8.169623653,0.183422016,Grid Electricity,Evening,0.039964177,31,0.119148005,0.690081168,16.54669527,0.937207567,78.98170873,2,0.058611363,3,84.7384292,1.748275038,0.034113962,894.5087749,34.25601881,4.840657684,1.122930526,Rural,High,0.282066473,6.147114039,13.77898781,0.258061225,14.34654381,110,Moderate,4,24.38869117,1690.844907,0.031660696,Plastic,3.361496611,3.017168213,Medium,28.98480503,48,70.52778958,0.976470705,2.827817217,958.3486897,142.6239149,Partial,3.663828281,0.353143202,17.64767466,Low,Suspension,92.79878847,Basic,3.800634732,3.478493003,774.2456056,Low,867.7283979
Composite,0.723941666,5.874724743,92.15850556,34.21708765,45.54601138,CNC_1,Setting_2,0.005974821,ISO_14001,None,0.801656999,0.940054423,1.263574562,6.450500467,0.57160339,0.036472037,5.917430943,Advanced,0.23269981,1.044442428,0.047344997,0.756057535,17.10048362,11.01095437,242.2859539,0.500657474,9.612033073,Beginner,22.45379354,0.958704767,0.966449726,13.77618345,27.00791406,33802.36376,0.960293827,1.5812095,0.142922218,Grid Electricity,Night,0.09508247,9,0.194193338,0.933541488,12.74705864,0.901425818,83.31881066,2,0.843499639,1,36.98142397,1.5902163,0.096039797,438.6787885,85.41463742,2.168651188,0.735272302,Suburban,Medium,0.394548105,7.949340552,31.08110213,0.184857296,38.97055564,210,Moderate,2,8.422122972,1376.330464,0.06213687,None,1.799290622,4.215988138,High,20.714373,65,27.15688874,0.9311119,4.47034672,574.1701905,318.8694164,No,9.706124879,0.12837951,7.232108804,High,Brake Systems,59.5531353,Basic,1.343724815,3.637801875,490.6383249,Moderate,821.4902473
Composite,0.796828743,8.814537876,76.86547741,29.98528302,42.10623093,CNC_1,Setting_2,0.065370753,ISO_14001,None,0.394359525,0.933168758,0.016099999,5.753082827,0.887786248,0.056797492,3.340180135,Advanced,0.03005135,3.663463507,0.017594629,1.082338476,45.09724852,9.536555499,205.389109,0.410905566,4.745317738,Beginner,24.10368423,0.869276609,0.929723952,36.0339738,45.53801731,48539.16919,0.207953068,5.661700379,0.042371678,Solar,Evening,0.024663921,35,0.009390641,0.851957278,12.93064396,0.904821722,88.03094862,3,0.606059844,1,96.331377,0.179049641,0.048829244,208.9736318,171.5471453,7.941876857,3.88468849,Urban,High,0.663739928,19.37083553,17.55036512,0.170302245,15.11357024,484,Complex,11,12.23415487,1962.999796,0.047051044,None,0.967347616,4.896897605,Medium,29.45241345,37,16.84505008,0.524764592,9.622437811,247.7210414,117.6072933,Partial,10.48320184,0.34065185,11.37497566,Low,Chassis,79.92336204,Basic,1.096780863,1.313649989,442.3891722,High,765.1372961
Composite,0.85485923,11.27952829,113.1154701,21.06541929,56.84121204,Milling_A,Setting_3,0.00714231,None,Major,0.524349101,0.862013464,1.519946794,7.669615825,0.735456104,0.029904901,3.574294262,Advanced,0.464367333,2.275132536,0.003775668,0.37683006,38.04216651,16.50648409,234.3927881,0.263089284,6.953932853,Expert,74.22950647,0.936175973,0.779295632,45.39053149,35.98599624,4607.569744,0.026472863,6.539305981,0.158707799,Solar,Night,0.065702085,35,0.043822026,0.701071905,21.0719639,0.994913688,54.10209116,2,1.321527003,5,36.14708699,1.859677994,0.012896864,989.0358959,12.03109467,10.63820242,3.847806212,Suburban,Medium,0.692009722,11.08270507,48.16054829,0.011144304,47.47835217,452,Moderate,11,2.900333984,2294.859532,0.04327505,None,0.134662869,2.033883983,High,15.87948865,35,71.20177654,0.309874737,6.295823432,496.4007918,190.7438045,Yes,11.81005777,0.346925892,3.671384112,Moderate,Electrical,91.97675787,None,1.370931956,0.607763429,543.8610725,Low,985.5201354
Aluminum,0.800998441,6.629410406,85.79642448,25.38256437,59.13731093,Milling_A,Setting_3,0.005641066,ISO_9001,None,0.484949534,0.998758499,0.46452572,8.70746507,0.609583798,0.015654878,1.602002131,None,0.839902587,2.310990061,0.029825291,0.542742529,27.72893721,10.73975532,341.9654146,0.486733203,3.999929277,Intermediate,21.42947286,0.966923168,0.748529028,35.04843541,19.77048033,25038.99789,0.54686304,4.235549408,0.055019646,Solar,Night,0.082632438,26,0.035266454,0.786884097,23.17732803,0.971472871,50.15562894,3,1.254691663,3,14.00629387,1.056292442,0.009888006,692.962592,36.8727594,11.66263794,5.136902923,Rural,Medium,0.552835983,17.58911861,43.31771066,0.736093733,5.496310059,182,Complex,14,26.99051997,4585.865165,0.003977794,Metal,1.74514929,3.599896724,Medium,28.09102746,21,52.94019171,0.187808247,1.002323622,698.0762104,235.110542,Partial,4.379979528,0.370986868,1.159129534,High,Electrical,157.5877659,Advanced,1.371334053,1.639693546,793.6388626,Moderate,817.059186
